latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2024-04-18T23:00,2.3,95,0.30,43,3.7
2024-04-19T00:00,1.9,97,0.40,65,4.1
2024-04-19T01:00,1.6,97,0.30,100,3.9
2024-04-19T02:00,1.3,97,0.10,90,4.5
2024-04-19T03:00,2.7,93,0.00,100,4.6
2024-04-19T04:00,2.7,92,0.00,100,4.6
2024-04-19T05:00,2.4,91,0.00,100,5.5
2024-04-19T06:00,3.1,87,0.00,100,6.4
2024-04-19T07:00,3.4,85,0.10,100,7.4
2024-04-19T08:00,4.2,81,0.20,100,12.2
2024-04-19T09:00,4.4,82,0.10,100,14.2
2024-04-19T10:00,5.0,82,0.10,94,15.8
2024-04-19T11:00,5.5,79,0.20,86,18.4
2024-04-19T12:00,6.1,74,0.10,100,18.6
2024-04-19T13:00,7.0,64,0.20,100,22.3
2024-04-19T14:00,6.2,71,0.60,100,21.5
2024-04-19T15:00,5.3,86,0.50,100,14.5
2024-04-19T16:00,5.6,87,0.70,100,19.2
2024-04-19T17:00,5.8,82,0.90,100,22.6
2024-04-19T18:00,5.5,83,1.10,100,22.1
2024-04-19T19:00,5.3,85,2.00,100,22.1
2024-04-19T20:00,5.4,85,0.90,100,22.5
2024-04-19T21:00,5.2,87,0.60,100,22.8
2024-04-19T22:00,4.6,92,0.90,100,18.6
2024-04-19T23:00,4.5,93,0.60,100,17.1
2024-04-20T00:00,4.3,93,0.10,77,15.1
2024-04-20T01:00,4.4,92,0.00,76,11.4
2024-04-20T02:00,4.2,93,0.10,100,9.5
2024-04-20T03:00,4.1,92,0.60,97,10.6
2024-04-20T04:00,4.0,88,0.40,41,13.6
2024-04-20T05:00,3.2,94,0.00,13,7.2
2024-04-20T06:00,2.9,94,0.00,37,8.0
2024-04-20T07:00,2.8,95,0.00,76,6.5
2024-04-20T08:00,3.2,92,0.00,89,7.9
2024-04-20T09:00,3.9,89,0.00,78,9.1
2024-04-20T10:00,4.8,85,0.10,100,8.7
2024-04-20T11:00,6.1,74,0.20,100,10.8
2024-04-20T12:00,5.4,78,0.20,91,13.3
2024-04-20T13:00,5.8,80,0.10,77,12.1
2024-04-20T14:00,7.4,70,0.20,100,9.7
2024-04-20T15:00,6.6,70,0.10,100,5.6
2024-04-20T16:00,6.0,77,0.30,100,8.4
2024-04-20T17:00,5.9,83,0.30,100,3.3
2024-04-20T18:00,5.8,84,0.70,62,5.1
2024-04-20T19:00,6.0,82,0.10,72,5.9
2024-04-20T20:00,5.0,88,0.10,66,3.4
2024-04-20T21:00,3.2,90,0.30,88,4.6
2024-04-20T22:00,3.2,96,0.70,75,5.6
2024-04-20T23:00,2.5,97,0.20,83,5.5
2024-04-21T00:00,1.8,94,0.40,89,4.6
2024-04-21T01:00,1.8,96,0.00,79,4.7
2024-04-21T02:00,1.9,96,0.00,60,4.1
2024-04-21T03:00,2.4,96,0.00,100,3.1
2024-04-21T04:00,2.7,95,0.10,100,3.1
2024-04-21T05:00,2.6,95,0.20,100,3.3
2024-04-21T06:00,2.2,94,0.30,100,3.7
2024-04-21T07:00,2.3,93,0.30,78,4.8
2024-04-21T08:00,2.5,90,0.20,100,7.2
2024-04-21T09:00,2.9,90,0.20,100,9.4
2024-04-21T10:00,2.6,99,0.80,100,6.0
2024-04-21T11:00,2.8,98,0.70,100,8.8
2024-04-21T12:00,3.6,93,0.50,100,8.3
2024-04-21T13:00,5.1,76,0.30,100,4.0
2024-04-21T14:00,3.9,84,0.70,100,3.1
2024-04-21T15:00,2.9,87,0.30,100,2.4
2024-04-21T16:00,3.3,89,0.50,100,4.9
2024-04-21T17:00,3.6,88,0.60,100,5.4
2024-04-21T18:00,3.3,82,0.40,71,6.4
2024-04-21T19:00,3.3,80,0.00,76,3.1
2024-04-21T20:00,2.2,88,0.00,74,3.3
2024-04-21T21:00,2.7,81,0.00,25,1.1
2024-04-21T22:00,2.8,82,0.00,17,1.0
2024-04-21T23:00,2.5,84,0.00,66,1.8
2024-04-22T00:00,2.3,88,0.00,81,2.2
2024-04-22T01:00,1.8,86,0.10,100,1.1
2024-04-22T02:00,-0.0,98,0.10,100,4.3
2024-04-22T03:00,0.0,97,0.00,100,4.5
2024-04-22T04:00,0.3,96,0.00,100,4.5
2024-04-22T05:00,0.5,95,0.00,100,4.7
2024-04-22T06:00,0.7,95,0.00,100,5.2
2024-04-22T07:00,0.9,97,0.00,100,7.8
2024-04-22T08:00,1.4,96,0.10,100,11.7
2024-04-22T09:00,2.2,88,0.10,100,15.5
2024-04-22T10:00,3.6,81,0.00,100,15.5
2024-04-22T11:00,4.6,74,0.10,100,16.6
2024-04-22T12:00,4.9,71,0.20,100,17.8
2024-04-22T13:00,5.6,67,0.20,100,18.8
2024-04-22T14:00,6.1,64,0.20,100,16.8
2024-04-22T15:00,4.3,70,0.10,100,17.7
2024-04-22T16:00,4.3,74,0.30,100,16.2
2024-04-22T17:00,5.0,71,0.30,100,15.5
2024-04-22T18:00,5.1,69,0.10,100,12.7
2024-04-22T19:00,4.5,75,0.10,100,6.4
2024-04-22T20:00,4.0,82,0.10,100,3.2
2024-04-22T21:00,3.3,84,0.10,100,4.6
2024-04-22T22:00,3.5,80,0.10,100,4.3
2024-04-22T23:00,3.0,86,0.10,100,6.2
2024-04-23T00:00,3.1,82,0.10,100,7.9
2024-04-23T01:00,2.6,80,0.10,91,9.4
2024-04-23T02:00,2.2,83,0.00,65,8.0
2024-04-23T03:00,2.1,82,0.00,96,8.6
2024-04-23T04:00,1.8,84,0.00,100,9.6
2024-04-23T05:00,1.6,86,0.00,100,10.6
2024-04-23T06:00,1.5,87,0.10,100,12.1
2024-04-23T07:00,1.6,86,0.00,100,12.8
2024-04-23T08:00,2.0,85,0.10,100,12.8
2024-04-23T09:00,2.7,81,0.10,100,14.5
2024-04-23T10:00,3.1,80,0.00,100,16.7
2024-04-23T11:00,3.9,77,0.10,100,16.2
2024-04-23T12:00,4.8,73,0.10,100,14.6
2024-04-23T13:00,5.3,72,0.30,100,12.2
2024-04-23T14:00,6.3,63,0.20,93,14.8
2024-04-23T15:00,6.0,65,0.20,86,14.6
2024-04-23T16:00,6.4,63,0.10,94,15.8
2024-04-23T17:00,6.1,67,0.20,99,16.0
2024-04-23T18:00,4.9,76,0.10,100,10.7
2024-04-23T19:00,4.7,79,0.10,100,6.6
2024-04-23T20:00,4.3,84,0.00,100,2.2
2024-04-23T21:00,3.7,89,0.30,98,2.3
2024-04-23T22:00,3.2,89,0.10,93,2.7
2024-04-23T23:00,2.6,90,0.10,100,4.0
2024-04-24T00:00,2.0,93,0.10,86,4.9
2024-04-24T01:00,2.0,93,0.00,69,4.1
2024-04-24T02:00,2.0,94,0.00,71,3.9
2024-04-24T03:00,0.9,95,0.00,60,4.6
2024-04-24T04:00,0.8,97,0.00,65,4.8
2024-04-24T05:00,1.0,97,0.00,93,4.9
2024-04-24T06:00,1.9,97,0.00,100,3.2
2024-04-24T07:00,2.4,97,0.00,99,3.4
2024-04-24T08:00,3.3,90,0.00,76,5.2
2024-04-24T09:00,4.1,83,0.00,100,7.9
2024-04-24T10:00,5.5,77,0.00,24,10.6
2024-04-24T11:00,6.4,69,0.10,76,13.5
2024-04-24T12:00,7.2,61,0.10,31,15.8
2024-04-24T13:00,8.2,54,0.10,54,16.2
2024-04-24T14:00,8.5,53,0.00,77,16.6
2024-04-24T15:00,7.9,54,0.10,87,17.5
2024-04-24T16:00,5.9,70,0.20,74,15.0
2024-04-24T17:00,5.5,73,0.10,67,11.5
2024-04-24T18:00,5.8,72,0.30,67,13.0
2024-04-24T19:00,5.5,75,0.10,46,13.3
2024-04-24T20:00,4.6,79,0.00,88,9.7
2024-04-24T21:00,3.3,90,0.20,76,7.1
2024-04-24T22:00,3.5,90,0.10,42,6.8
2024-04-24T23:00,2.3,92,0.10,57,5.9
2024-04-25T00:00,2.2,93,0.00,94,7.5
2024-04-25T01:00,2.1,92,0.00,50,6.4
2024-04-25T02:00,1.7,93,0.20,89,5.6
2024-04-25T03:00,1.5,92,0.10,40,5.2
2024-04-25T04:00,1.3,92,0.00,25,4.6
2024-04-25T05:00,1.1,93,0.10,24,4.8
2024-04-25T06:00,0.5,94,0.00,16,5.4
2024-04-25T07:00,0.8,94,0.00,25,5.2
2024-04-25T08:00,2.7,88,0.10,32,5.5
2024-04-25T09:00,3.8,82,0.10,33,8.3
2024-04-25T10:00,4.9,79,0.00,31,7.1
2024-04-25T11:00,6.2,74,0.10,36,7.6
2024-04-25T12:00,6.8,68,0.20,32,11.1
2024-04-25T13:00,8.0,57,0.20,39,11.5
2024-04-25T14:00,9.3,49,0.10,100,13.1
2024-04-25T15:00,9.4,45,0.00,76,14.4
2024-04-25T16:00,9.7,43,0.00,54,13.4
2024-04-25T17:00,9.8,43,0.00,31,13.3
2024-04-25T18:00,9.7,43,0.00,22,12.6
2024-04-25T19:00,9.2,48,0.00,1,6.5
2024-04-25T20:00,8.9,44,0.00,0,4.0
2024-04-25T21:00,4.9,63,0.00,0,6.0
2024-04-25T22:00,3.2,78,0.00,0,8.8
2024-04-25T23:00,2.7,81,0.00,0,8.4
2024-04-26T00:00,4.7,79,0.00,0,5.7
2024-04-26T01:00,3.7,86,0.00,0,3.8
2024-04-26T02:00,1.3,96,0.00,3,5.6
2024-04-26T03:00,3.0,90,0.00,52,4.0
2024-04-26T04:00,1.6,93,0.00,70,4.3
2024-04-26T05:00,2.1,93,0.00,40,2.6
2024-04-26T06:00,0.3,95,0.00,59,6.1
2024-04-26T07:00,1.8,96,0.00,98,3.9
2024-04-26T08:00,3.7,91,0.00,97,1.4
2024-04-26T09:00,5.4,86,0.00,100,2.9
2024-04-26T10:00,7.1,79,0.00,72,2.6
2024-04-26T11:00,10.2,62,0.00,77,4.2
2024-04-26T12:00,11.6,60,0.00,47,7.3
2024-04-26T13:00,12.7,57,0.00,32,6.7
2024-04-26T14:00,13.4,55,0.00,37,6.8
2024-04-26T15:00,12.6,57,0.00,51,4.1
2024-04-26T16:00,13.3,57,0.00,23,4.3
2024-04-26T17:00,13.3,57,0.00,48,4.0
2024-04-26T18:00,13.0,57,0.00,55,5.4
2024-04-26T19:00,12.2,64,0.00,62,5.5
2024-04-26T20:00,10.7,71,0.00,88,5.7
2024-04-26T21:00,8.2,80,0.00,92,8.2
2024-04-26T22:00,8.6,77,0.00,90,6.2
2024-04-26T23:00,9.3,73,0.00,56,3.5
2024-04-27T00:00,8.8,75,0.00,4,1.8
2024-04-27T01:00,8.1,79,0.00,1,0.8
2024-04-27T02:00,6.6,88,0.00,0,0.8
2024-04-27T03:00,4.4,100,0.00,94,0.5
2024-04-27T04:00,2.8,100,0.00,100,1.8
2024-04-27T05:00,2.2,100,0.00,100,0.4
2024-04-27T06:00,2.4,100,0.00,100,1.8
2024-04-27T07:00,2.9,99,0.00,100,3.6
2024-04-27T08:00,4.5,94,0.00,100,3.4
2024-04-27T09:00,7.4,89,0.00,80,2.4
2024-04-27T10:00,10.8,71,0.00,15,4.3
2024-04-27T11:00,14.1,57,0.00,4,6.2
2024-04-27T12:00,16.1,46,0.00,6,10.5
2024-04-27T13:00,16.8,40,0.00,3,13.6
2024-04-27T14:00,17.5,39,0.00,20,13.8
2024-04-27T15:00,17.6,38,0.00,5,15.0
2024-04-27T16:00,17.1,39,0.00,11,16.4
2024-04-27T17:00,16.7,42,0.00,22,13.9
2024-04-27T18:00,16.0,45,0.00,16,12.1
2024-04-27T19:00,15.0,50,0.00,70,9.3
2024-04-27T20:00,12.8,57,0.00,75,5.7
2024-04-27T21:00,10.6,64,0.00,80,7.4
2024-04-27T22:00,10.0,58,0.00,39,6.4
2024-04-27T23:00,9.2,62,0.00,54,6.6
2024-04-28T00:00,8.6,67,0.00,75,6.7
2024-04-28T01:00,7.7,71,0.00,54,6.3
2024-04-28T02:00,7.4,71,0.00,73,7.9
2024-04-28T03:00,11.7,53,0.00,97,12.0
2024-04-28T04:00,11.1,58,0.00,56,7.7
2024-04-28T05:00,10.3,63,0.00,63,10.3
2024-04-28T06:00,9.9,64,0.00,70,9.4
2024-04-28T07:00,9.7,69,0.00,81,7.6
2024-04-28T08:00,10.5,75,0.00,45,6.0
2024-04-28T09:00,11.8,75,0.00,39,8.0
2024-04-28T10:00,12.5,67,0.00,89,10.2
2024-04-28T11:00,14.2,65,0.00,84,7.2
2024-04-28T12:00,15.7,62,0.00,81,6.2
2024-04-28T13:00,15.8,63,0.00,73,9.5
2024-04-28T14:00,16.5,62,0.00,75,11.1
2024-04-28T15:00,13.2,67,0.00,95,19.6
2024-04-28T16:00,13.4,66,0.00,100,16.3
2024-04-28T17:00,12.4,69,0.10,100,12.7
2024-04-28T18:00,11.8,71,0.00,100,9.2
2024-04-28T19:00,11.1,76,0.00,48,6.5
2024-04-28T20:00,10.1,83,0.00,55,4.1
2024-04-28T21:00,9.8,80,0.00,73,4.4
2024-04-28T22:00,9.2,83,0.00,67,2.9
2024-04-28T23:00,7.8,89,0.00,70,3.7
2024-04-29T00:00,7.4,91,0.00,83,5.1
2024-04-29T01:00,7.2,91,0.00,68,5.3
2024-04-29T02:00,7.3,91,0.00,37,4.7
2024-04-29T03:00,6.0,93,0.00,53,7.6
2024-04-29T04:00,8.1,88,0.00,66,2.8
2024-04-29T05:00,7.9,88,0.00,27,2.8
2024-04-29T06:00,6.5,94,0.00,26,4.8
2024-04-29T07:00,5.9,98,0.00,52,4.1
2024-04-29T08:00,7.8,92,0.00,67,1.5
2024-04-29T09:00,9.9,85,0.00,49,2.6
2024-04-29T10:00,11.7,76,0.00,36,4.4
2024-04-29T11:00,13.7,70,0.00,29,7.4
2024-04-29T12:00,15.5,66,0.00,8,6.9
2024-04-29T13:00,17.2,62,0.00,3,7.1
2024-04-29T14:00,18.7,57,0.00,2,8.5
2024-04-29T15:00,18.9,57,0.00,16,6.8
2024-04-29T16:00,19.5,54,0.00,33,6.8
2024-04-29T17:00,19.8,52,0.00,33,6.6
2024-04-29T18:00,19.7,52,0.00,34,7.1
2024-04-29T19:00,18.9,63,0.00,19,4.3
2024-04-29T20:00,16.3,70,0.00,11,6.6
2024-04-29T21:00,16.7,61,0.00,14,5.0
2024-04-29T22:00,11.6,83,0.00,21,5.6
2024-04-29T23:00,10.5,89,0.00,11,5.6
2024-04-30T00:00,9.9,92,0.00,21,4.5
2024-04-30T01:00,8.2,96,0.00,26,3.7
2024-04-30T02:00,7.9,97,0.00,14,4.2
2024-04-30T03:00,8.0,95,0.00,17,5.3
2024-04-30T04:00,7.2,98,0.00,13,5.8
2024-04-30T05:00,7.4,100,0.00,100,5.3
2024-04-30T06:00,6.5,100,0.00,90,3.0
2024-04-30T07:00,6.0,99,0.00,90,1.5
2024-04-30T08:00,8.4,97,0.00,89,2.0
2024-04-30T09:00,11.8,89,0.00,56,1.1
2024-04-30T10:00,14.7,74,0.00,5,3.0
2024-04-30T11:00,17.1,65,0.00,15,4.3
2024-04-30T12:00,19.1,62,0.00,29,4.4
2024-04-30T13:00,20.8,57,0.00,21,5.5
2024-04-30T14:00,22.5,50,0.00,11,3.7
2024-04-30T15:00,23.5,33,0.00,28,11.8
2024-04-30T16:00,23.4,34,0.00,29,12.0
2024-04-30T17:00,23.0,36,0.00,29,10.3
2024-04-30T18:00,22.0,43,0.00,28,8.0
2024-04-30T19:00,20.3,51,0.00,15,6.6
2024-04-30T20:00,17.0,59,0.00,18,6.8
2024-04-30T21:00,15.3,55,0.00,9,7.6
2024-04-30T22:00,14.0,60,0.00,9,8.0
2024-04-30T23:00,12.4,67,0.00,7,9.5
2024-05-01T00:00,11.3,73,0.00,30,7.1
2024-05-01T01:00,9.7,83,0.00,30,7.8
2024-05-01T02:00,11.8,72,0.00,31,1.5
2024-05-01T03:00,8.9,90,0.00,26,5.1
2024-05-01T04:00,9.4,87,0.00,16,5.1
2024-05-01T05:00,7.4,94,0.00,28,5.2
2024-05-01T06:00,8.7,89,0.00,32,2.6
2024-05-01T07:00,8.4,91,0.00,31,2.1
2024-05-01T08:00,10.7,84,0.00,30,3.5
2024-05-01T09:00,14.0,77,0.00,26,1.8
2024-05-01T10:00,16.6,65,0.00,9,4.0
2024-05-01T11:00,19.1,59,0.00,32,4.8
2024-05-01T12:00,21.2,51,0.00,28,5.6
2024-05-01T13:00,22.8,45,0.00,13,4.1
2024-05-01T14:00,23.2,43,0.00,11,9.2
2024-05-01T15:00,24.9,32,0.00,7,8.9
2024-05-01T16:00,24.6,34,0.00,51,8.8
2024-05-01T17:00,23.6,36,0.00,43,14.1
2024-05-01T18:00,19.9,47,0.00,36,19.8
2024-05-01T19:00,18.0,49,0.00,73,16.9
2024-05-01T20:00,16.8,49,0.00,48,16.5
2024-05-01T21:00,16.3,47,0.00,84,14.1
2024-05-01T22:00,15.7,50,0.00,55,9.0
2024-05-01T23:00,13.8,59,0.00,35,8.1
2024-05-02T00:00,12.2,68,0.00,27,5.8
2024-05-02T01:00,10.9,76,0.00,56,4.8
2024-05-02T02:00,11.7,70,0.00,38,1.0
2024-05-02T03:00,13.3,65,0.00,59,3.4
2024-05-02T04:00,11.5,78,0.00,54,4.1
2024-05-02T05:00,10.0,85,0.00,18,7.1
2024-05-02T06:00,9.4,88,0.00,27,8.4
2024-05-02T07:00,10.8,88,0.00,100,5.5
2024-05-02T08:00,12.9,88,0.00,100,6.1
2024-05-02T09:00,13.4,88,0.10,100,6.4
2024-05-02T10:00,14.7,82,0.00,100,5.2
2024-05-02T11:00,16.0,77,0.10,100,2.7
2024-05-02T12:00,17.0,74,0.30,87,4.7
2024-05-02T13:00,17.8,69,0.10,59,5.1
2024-05-02T14:00,15.9,75,2.10,100,12.6
2024-05-02T15:00,14.1,77,0.20,100,21.3
2024-05-02T16:00,13.3,81,0.40,100,16.3
2024-05-02T17:00,12.8,81,0.30,100,15.5
2024-05-02T18:00,12.3,75,0.10,100,15.6
2024-05-02T19:00,11.7,74,0.00,100,12.7
2024-05-02T20:00,11.4,75,0.00,100,11.4
2024-05-02T21:00,11.0,76,0.00,100,11.3
2024-05-02T22:00,10.5,78,0.00,100,12.1
2024-05-02T23:00,10.1,79,0.10,100,12.2
2024-05-03T00:00,9.7,79,0.10,100,14.0
2024-05-03T01:00,9.3,77,0.00,100,15.1
2024-05-03T02:00,8.9,77,0.00,100,15.9
2024-05-03T03:00,9.1,82,0.10,100,15.8
2024-05-03T04:00,8.8,83,0.20,100,15.8
2024-05-03T05:00,8.7,84,0.20,100,15.7
2024-05-03T06:00,8.6,84,0.00,100,15.6
2024-05-03T07:00,8.6,83,0.00,93,14.3
2024-05-03T08:00,8.8,82,0.00,89,12.4
2024-05-03T09:00,9.5,79,0.00,91,12.2
2024-05-03T10:00,10.8,72,0.00,100,16.6
2024-05-03T11:00,10.8,71,0.10,100,17.8
2024-05-03T12:00,10.5,75,0.00,100,12.6
2024-05-03T13:00,11.3,72,0.00,100,7.9
2024-05-03T14:00,12.2,72,0.00,100,5.2
2024-05-03T15:00,12.1,68,0.20,91,7.7
2024-05-03T16:00,11.9,69,0.10,94,5.5
2024-05-03T17:00,11.8,70,0.00,100,4.2
2024-05-03T18:00,11.8,69,0.00,72,4.0
2024-05-03T19:00,11.5,72,0.00,67,4.1
2024-05-03T20:00,11.1,76,0.00,98,5.4
2024-05-03T21:00,10.0,81,0.00,100,5.4
2024-05-03T22:00,9.7,83,0.00,100,4.5
2024-05-03T23:00,9.4,87,0.20,90,3.6
2024-05-04T00:00,8.7,92,0.20,90,3.7
2024-05-04T01:00,8.5,91,0.10,23,3.1
2024-05-04T02:00,8.3,92,0.10,10,1.4
2024-05-04T03:00,8.8,87,0.10,45,3.1
2024-05-04T04:00,8.0,92,0.00,52,3.4
2024-05-04T05:00,7.0,97,0.00,44,4.0
2024-05-04T06:00,7.0,96,0.00,21,4.3
2024-05-04T07:00,7.5,93,0.00,1,3.6
2024-05-04T08:00,9.0,88,0.00,16,4.3
2024-05-04T09:00,10.6,81,0.00,31,3.7
2024-05-04T10:00,11.7,76,0.00,61,6.4
2024-05-04T11:00,12.8,69,0.00,83,5.8
2024-05-04T12:00,13.8,66,0.00,68,3.4
2024-05-04T13:00,15.4,62,0.00,48,2.0
2024-05-04T14:00,16.7,59,0.00,45,1.1
2024-05-04T15:00,16.7,53,0.00,42,3.3
2024-05-04T16:00,17.6,48,0.00,20,4.3
2024-05-04T17:00,17.7,48,0.00,38,4.7
2024-05-04T18:00,17.4,50,0.00,40,4.0
2024-05-04T19:00,16.6,56,0.00,34,2.9
2024-05-04T20:00,15.4,63,0.00,32,3.6
2024-05-04T21:00,14.9,62,0.00,31,4.3
2024-05-04T22:00,14.1,64,0.00,34,2.9
2024-05-04T23:00,13.7,66,0.00,73,3.0
2024-05-05T00:00,11.0,83,0.00,85,5.0
2024-05-05T01:00,10.8,83,0.00,95,4.7
2024-05-05T02:00,10.1,87,0.00,100,4.1
2024-05-05T03:00,11.3,86,0.20,100,5.6
2024-05-05T04:00,12.5,81,0.30,90,11.8
2024-05-05T05:00,11.9,86,0.20,60,7.7
2024-05-05T06:00,11.0,92,0.60,94,4.7
2024-05-05T07:00,11.1,92,0.40,100,2.9
2024-05-05T08:00,11.3,90,0.10,96,5.5
2024-05-05T09:00,13.2,84,0.20,100,1.8
2024-05-05T10:00,14.2,79,0.20,40,2.7
2024-05-05T11:00,16.2,71,0.10,74,5.0
2024-05-05T12:00,17.0,69,0.00,59,6.2
2024-05-05T13:00,18.8,64,0.00,51,8.9
2024-05-05T14:00,19.8,59,0.00,39,9.2
2024-05-05T15:00,18.2,63,0.00,42,10.7
2024-05-05T16:00,18.9,61,0.00,32,8.9
2024-05-05T17:00,19.5,60,0.00,33,7.2
2024-05-05T18:00,19.2,61,0.00,52,8.0
2024-05-05T19:00,18.3,72,0.00,32,2.5
2024-05-05T20:00,16.2,83,0.00,34,5.2
2024-05-05T21:00,14.5,85,0.00,89,6.8
2024-05-05T22:00,16.0,76,0.00,72,5.1
2024-05-05T23:00,14.8,81,0.00,68,4.6
2024-05-06T00:00,14.2,83,0.00,41,2.7
2024-05-06T01:00,13.4,87,0.00,49,3.6
2024-05-06T02:00,10.8,94,0.00,74,6.1
2024-05-06T03:00,11.9,93,0.50,76,4.2
2024-05-06T04:00,12.0,90,0.50,58,5.0
2024-05-06T05:00,12.3,87,0.10,44,4.2
2024-05-06T06:00,11.9,90,0.00,52,2.6
2024-05-06T07:00,11.5,94,0.00,91,1.8
2024-05-06T08:00,12.0,95,0.90,94,0.4
2024-05-06T09:00,12.8,93,0.30,87,4.8
2024-05-06T10:00,14.5,86,0.00,100,2.2
2024-05-06T11:00,15.6,78,0.00,100,7.3
2024-05-06T12:00,15.1,78,0.00,100,11.8
2024-05-06T13:00,13.4,85,0.80,100,15.9
2024-05-06T14:00,12.8,90,1.10,100,14.0
2024-05-06T15:00,12.4,88,1.70,98,13.1
2024-05-06T16:00,12.1,88,2.50,100,13.0
2024-05-06T17:00,12.3,88,1.10,100,12.7
2024-05-06T18:00,12.0,87,0.40,74,12.8
2024-05-06T19:00,11.8,87,0.30,100,8.7
2024-05-06T20:00,11.7,87,0.10,81,5.2
2024-05-06T21:00,10.7,90,0.00,84,3.6
2024-05-06T22:00,10.3,93,0.00,100,4.0
2024-05-06T23:00,10.8,93,0.10,100,1.8
2024-05-07T00:00,10.6,94,0.10,100,1.8
2024-05-07T01:00,10.6,95,0.20,100,1.8
2024-05-07T02:00,10.4,96,0.20,100,1.9
2024-05-07T03:00,10.5,96,1.40,100,4.3
2024-05-07T04:00,10.6,95,1.30,100,4.3
2024-05-07T05:00,10.4,96,0.60,100,1.6
2024-05-07T06:00,10.3,96,0.40,100,2.3
2024-05-07T07:00,10.2,96,0.40,100,1.5
2024-05-07T08:00,10.6,90,0.20,100,2.4
2024-05-07T09:00,10.6,91,0.30,100,3.7
2024-05-07T10:00,10.9,91,0.40,100,4.9
2024-05-07T11:00,10.7,89,0.50,100,5.2
2024-05-07T12:00,11.1,88,0.20,100,4.5
2024-05-07T13:00,11.0,90,0.50,100,3.8
2024-05-07T14:00,11.3,88,0.70,100,4.4
2024-05-07T15:00,12.0,80,0.20,100,6.0
2024-05-07T16:00,12.3,77,0.20,100,4.5
2024-05-07T17:00,12.6,77,0.10,100,5.5
2024-05-07T18:00,12.4,79,0.10,100,7.3
2024-05-07T19:00,11.8,84,0.30,100,7.9
2024-05-07T20:00,11.3,90,0.50,100,5.9
2024-05-07T21:00,11.0,92,0.60,100,4.1
2024-05-07T22:00,10.7,94,1.80,100,2.8
2024-05-07T23:00,10.5,95,1.70,100,2.6
2024-05-08T00:00,10.5,97,0.30,100,2.4
2024-05-08T01:00,10.7,95,0.10,100,5.2
2024-05-08T02:00,10.2,94,0.00,100,6.1
2024-05-08T03:00,10.4,92,0.00,100,10.1
2024-05-08T04:00,10.2,92,0.00,100,8.7
2024-05-08T05:00,10.2,91,0.00,100,8.7
2024-05-08T06:00,9.8,93,0.20,100,9.8
2024-05-08T07:00,9.7,93,0.30,100,8.3
2024-05-08T08:00,10.0,91,0.10,100,8.6
2024-05-08T09:00,10.6,87,0.00,100,10.5
2024-05-08T10:00,11.6,80,0.00,100,9.2
2024-05-08T11:00,12.6,74,0.10,100,9.5
2024-05-08T12:00,13.5,69,0.10,69,7.0
2024-05-08T13:00,14.4,67,0.00,52,3.9
2024-05-08T14:00,15.4,61,0.10,56,4.2
2024-05-08T15:00,14.2,62,0.00,52,1.1
2024-05-08T16:00,15.4,58,0.00,42,2.6
2024-05-08T17:00,15.1,59,0.00,82,5.6
2024-05-08T18:00,14.3,65,0.00,46,9.6
2024-05-08T19:00,13.3,72,0.00,60,7.6
2024-05-08T20:00,12.6,76,0.00,53,8.1
2024-05-08T21:00,11.5,80,0.00,19,7.9
2024-05-08T22:00,10.7,85,0.00,21,7.1
2024-05-08T23:00,10.3,87,0.00,53,6.7
2024-05-09T00:00,10.0,88,0.00,26,6.4
2024-05-09T01:00,9.6,90,0.00,30,6.9
2024-05-09T02:00,8.8,92,0.00,17,7.4
2024-05-09T03:00,9.4,90,0.00,62,9.9
2024-05-09T04:00,9.0,93,0.00,10,8.3
2024-05-09T05:00,8.5,94,0.00,25,6.2
2024-05-09T06:00,8.6,94,0.00,86,6.1
2024-05-09T07:00,9.7,91,0.00,94,8.7
2024-05-09T08:00,10.7,85,0.10,90,14.8
2024-05-09T09:00,11.9,78,0.20,90,14.7
2024-05-09T10:00,13.1,73,0.10,90,15.1
2024-05-09T11:00,14.1,69,0.10,90,14.3
2024-05-09T12:00,15.1,66,0.10,89,14.7
2024-05-09T13:00,15.6,64,0.00,86,15.8
2024-05-09T14:00,16.7,59,0.00,90,14.8
2024-05-09T15:00,16.5,60,0.00,90,13.3
2024-05-09T16:00,16.7,59,0.00,91,15.4
2024-05-09T17:00,17.3,56,0.00,96,14.8
2024-05-09T18:00,17.1,59,0.00,96,12.2
2024-05-09T19:00,16.6,63,0.00,58,8.7
2024-05-09T20:00,15.4,70,0.00,47,5.6
2024-05-09T21:00,12.9,76,0.00,48,5.8
2024-05-09T22:00,11.3,81,0.00,10,6.7
2024-05-09T23:00,10.1,84,0.00,5,7.1
2024-05-10T00:00,9.6,84,0.00,4,6.6
2024-05-10T01:00,8.8,86,0.00,0,6.6
2024-05-10T02:00,8.0,88,0.00,0,6.7
2024-05-10T03:00,7.1,93,0.00,1,7.0
2024-05-10T04:00,6.8,94,0.00,0,6.2
2024-05-10T05:00,6.7,93,0.00,0,6.5
2024-05-10T06:00,8.3,90,0.00,0,3.3
2024-05-10T07:00,8.4,91,0.00,0,0.8
2024-05-10T08:00,10.3,85,0.00,0,1.8
