latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),is_day ()
2024-03-08T18:00,9.0,70,5.7,0.00,4,12.2,235.0,1
2024-03-08T19:00,7.1,75,4.2,0.00,32,8.4,92.0,1
2024-03-08T20:00,4.2,85,1.3,0.00,27,7.4,3.0,0
2024-03-08T21:00,2.9,88,-0.2,0.00,74,7.4,0.0,0
2024-03-08T22:00,3.2,92,0.5,0.00,69,6.3,0.0,0
2024-03-08T23:00,2.7,94,0.0,0.00,60,5.8,0.0,0
2024-03-09T00:00,3.9,91,1.7,0.00,86,3.4,0.0,0
2024-03-09T01:00,3.2,94,1.0,0.00,85,3.4,0.0,0
2024-03-09T02:00,1.7,97,-1.0,0.00,87,5.8,0.0,0
2024-03-09T03:00,1.7,100,-0.9,0.00,100,5.0,0.0,0
2024-03-09T04:00,1.8,98,-0.6,0.00,20,3.7,0.0,0
2024-03-09T05:00,3.0,94,0.6,0.00,18,4.3,0.0,0
2024-03-09T06:00,1.6,96,-1.0,0.00,10,4.4,0.0,0
2024-03-09T07:00,0.8,100,-2.0,0.00,100,5.2,0.0,0
2024-03-09T08:00,-1.0,99,-4.0,0.00,100,5.0,0.0,1
2024-03-09T09:00,0.6,99,-1.8,0.00,98,2.3,52.0,1
2024-03-09T10:00,3.4,93,1.4,0.00,87,1.8,177.0,1
2024-03-09T11:00,7.4,73,5.4,0.00,41,2.6,349.0,1
2024-03-09T12:00,11.3,58,8.8,0.00,32,6.5,478.0,1
2024-03-09T13:00,14.3,44,11.1,0.00,37,10.6,576.0,1
2024-03-09T14:00,14.6,38,10.8,0.00,32,14.8,619.0,1
2024-03-09T15:00,15.1,38,11.2,0.00,47,13.5,565.0,1
2024-03-09T16:00,13.7,41,9.4,0.00,69,15.5,459.0,1
2024-03-09T17:00,13.3,42,9.5,0.00,88,12.0,339.0,1
2024-03-09T18:00,11.9,46,8.4,0.00,96,10.4,141.0,1
2024-03-09T19:00,10.4,49,7.1,0.00,100,8.4,44.0,1
2024-03-09T20:00,9.4,50,5.9,0.00,85,9.1,2.0,0
2024-03-09T21:00,9.0,49,5.2,0.00,100,10.0,0.0,0
2024-03-09T22:00,9.2,47,5.4,0.00,92,10.1,0.0,0
2024-03-09T23:00,8.1,50,4.5,0.00,87,8.4,0.0,0
2024-03-10T00:00,7.1,54,3.7,0.00,90,7.6,0.0,0
2024-03-10T01:00,6.6,57,3.3,0.00,69,7.3,0.0,0
2024-03-10T02:00,4.6,68,1.4,0.00,57,6.5,0.0,0
2024-03-10T03:00,9.7,43,5.5,0.00,44,11.5,0.0,0
2024-03-10T04:00,8.6,48,4.8,0.00,66,9.3,0.0,0
2024-03-10T05:00,6.8,61,3.6,0.00,38,7.1,0.0,0
2024-03-10T06:00,6.1,62,2.8,0.00,72,7.7,0.0,0
2024-03-10T07:00,7.9,51,5.1,0.00,70,3.5,0.0,0
2024-03-10T08:00,6.7,60,3.2,0.00,43,9.0,0.0,1
2024-03-10T09:00,6.4,67,2.7,0.10,40,11.2,34.0,1
2024-03-10T10:00,8.4,72,5.6,0.00,53,9.2,166.0,1
2024-03-10T11:00,10.6,68,8.3,0.00,42,7.6,320.0,1
2024-03-10T12:00,11.8,56,8.7,0.00,25,10.5,465.0,1
2024-03-10T13:00,12.4,49,8.6,0.00,90,14.4,560.0,1
2024-03-10T14:00,11.3,54,7.9,0.10,94,11.4,264.0,1
2024-03-10T15:00,9.7,75,7.0,0.60,100,11.2,117.0,1
2024-03-10T16:00,8.1,87,5.7,1.50,100,9.8,78.0,1
2024-03-10T17:00,7.9,87,5.2,1.60,100,11.7,56.0,1
2024-03-10T18:00,5.8,92,1.7,3.00,100,19.1,20.0,1
2024-03-10T19:00,4.7,93,1.7,1.80,100,10.3,14.0,1
2024-03-10T20:00,4.4,94,1.6,0.70,100,8.7,1.0,0
2024-03-10T21:00,4.4,94,2.2,0.70,73,4.7,0.0,0
2024-03-10T22:00,4.7,91,2.0,0.30,74,8.0,0.0,0
2024-03-10T23:00,4.4,89,2.0,0.00,44,5.1,0.0,0
2024-03-11T00:00,2.4,92,-0.6,0.00,33,6.9,0.0,0
2024-03-11T01:00,1.5,94,-1.5,0.00,41,6.3,0.0,0
2024-03-11T02:00,2.0,96,-0.6,0.00,0,5.2,0.0,0
2024-03-11T03:00,3.1,92,0.5,0.00,7,5.6,0.0,0
2024-03-11T04:00,2.2,93,-0.7,0.00,27,6.4,0.0,0
2024-03-11T05:00,1.8,94,-1.0,0.00,31,5.8,0.0,0
2024-03-11T06:00,2.7,94,0.3,0.00,32,3.9,0.0,0
2024-03-11T07:00,2.6,96,0.5,0.00,17,2.6,0.0,0
2024-03-11T08:00,2.5,98,0.3,0.00,3,3.3,1.0,1
2024-03-11T09:00,2.9,99,0.7,0.00,3,3.7,71.0,1
2024-03-11T10:00,5.5,91,3.7,0.00,1,2.8,228.0,1
2024-03-11T11:00,7.9,79,6.3,0.00,5,2.3,388.0,1
2024-03-11T12:00,9.7,65,7.9,0.00,12,2.1,508.0,1
2024-03-11T13:00,10.7,58,8.5,0.10,23,5.4,585.0,1
2024-03-11T14:00,11.3,53,8.7,0.00,26,6.1,560.0,1
2024-03-11T15:00,11.5,58,8.9,0.00,5,7.1,529.0,1
2024-03-11T16:00,11.8,57,9.3,0.10,32,7.3,494.0,1
2024-03-11T17:00,10.6,59,7.9,0.20,89,7.1,364.0,1
2024-03-11T18:00,10.3,63,8.0,0.00,39,5.4,211.0,1
2024-03-11T19:00,8.7,71,6.5,0.00,16,5.2,95.0,1
2024-03-11T20:00,8.6,70,6.4,0.00,17,4.2,5.0,0
2024-03-11T21:00,5.0,89,2.6,0.60,62,5.7,0.0,0
2024-03-11T22:00,5.1,93,2.8,0.20,36,6.1,0.0,0
2024-03-11T23:00,5.0,94,2.6,0.00,40,6.4,0.0,0
2024-03-12T00:00,4.2,93,1.7,0.00,56,6.2,0.0,0
2024-03-12T01:00,3.7,95,1.4,0.00,56,4.7,0.0,0
2024-03-12T02:00,3.6,95,1.2,0.00,79,5.0,0.0,0
2024-03-12T03:00,4.1,93,1.9,0.00,8,4.6,0.0,0
2024-03-12T04:00,3.2,94,0.7,0.00,28,5.8,0.0,0
2024-03-12T05:00,2.9,93,0.3,0.00,54,5.6,0.0,0
2024-03-12T06:00,3.3,92,0.7,0.00,89,5.3,0.0,0
2024-03-12T07:00,3.2,91,0.6,0.00,100,5.5,0.0,0
2024-03-12T08:00,4.3,87,1.6,0.10,100,6.1,1.0,1
2024-03-12T09:00,5.1,87,2.2,0.10,100,8.6,27.0,1
2024-03-12T10:00,5.2,89,2.2,0.80,100,10.1,22.0,1
2024-03-12T11:00,5.7,88,2.7,0.30,100,11.0,55.0,1
2024-03-12T12:00,7.0,82,3.6,0.20,96,13.4,191.0,1
2024-03-12T13:00,7.5,81,4.5,0.10,100,12.0,187.0,1
2024-03-12T14:00,8.4,75,5.4,0.10,100,11.5,271.0,1
2024-03-12T15:00,8.3,69,4.5,0.10,100,15.2,281.0,1
2024-03-12T16:00,8.8,63,5.0,0.00,100,14.4,235.0,1
2024-03-12T17:00,9.0,63,5.2,0.00,100,14.2,195.0,1
2024-03-12T18:00,8.8,66,5.9,0.00,100,8.7,130.0,1
2024-03-12T19:00,7.6,79,5.4,0.00,100,5.4,48.0,1
2024-03-12T20:00,7.0,77,4.9,0.00,100,4.0,2.0,0
2024-03-12T21:00,6.5,84,4.6,0.10,100,3.2,0.0,0
2024-03-12T22:00,6.1,88,4.2,0.30,100,3.4,0.0,0
2024-03-12T23:00,6.4,83,3.7,0.20,97,8.5,0.0,0
2024-03-13T00:00,6.2,86,2.9,0.40,100,12.4,0.0,0
2024-03-13T01:00,6.0,88,3.0,0.50,100,10.9,0.0,0
2024-03-13T02:00,6.0,88,3.2,0.70,100,9.7,0.0,0
2024-03-13T03:00,6.0,87,2.2,1.20,100,15.8,0.0,0
2024-03-13T04:00,6.0,88,2.3,0.90,100,15.8,0.0,0
2024-03-13T05:00,6.2,87,2.6,1.10,100,14.8,0.0,0
2024-03-13T06:00,6.4,86,2.6,1.30,100,17.1,0.0,0
2024-03-13T07:00,6.5,87,3.2,0.70,100,13.8,0.0,0
2024-03-13T08:00,6.6,88,3.6,0.50,100,12.0,0.0,1
2024-03-13T09:00,6.8,88,4.1,0.70,100,10.7,8.0,1
2024-03-13T10:00,7.0,89,4.8,1.50,100,6.8,15.0,1
2024-03-13T11:00,7.2,89,5.2,1.50,100,5.8,28.0,1
2024-03-13T12:00,7.6,89,5.6,0.90,100,6.9,57.0,1
2024-03-13T13:00,8.1,90,6.5,0.50,100,5.2,87.0,1
2024-03-13T14:00,8.6,89,7.1,0.30,100,4.6,110.0,1
2024-03-13T15:00,9.1,86,7.5,0.10,100,5.8,148.0,1
2024-03-13T16:00,9.9,82,8.3,0.00,100,6.0,192.0,1
2024-03-13T17:00,9.9,80,8.5,0.00,100,4.0,96.0,1
2024-03-13T18:00,10.0,80,8.8,0.00,100,2.4,84.0,1
2024-03-13T19:00,8.8,87,7.4,0.00,30,3.8,83.0,1
2024-03-13T20:00,6.0,92,3.7,0.00,30,6.7,6.0,0
2024-03-13T21:00,5.1,94,2.5,0.00,30,8.2,0.0,0
2024-03-13T22:00,4.8,94,2.3,0.00,29,7.2,0.0,0
2024-03-13T23:00,4.9,93,2.6,0.00,30,5.8,0.0,0
2024-03-14T00:00,3.4,96,0.9,0.00,30,6.0,0.0,0
2024-03-14T01:00,3.0,97,0.4,0.00,40,6.4,0.0,0
2024-03-14T02:00,4.2,95,2.3,0.00,38,2.3,0.0,0
2024-03-14T03:00,3.2,100,1.6,0.00,100,0.5,0.0,0
2024-03-14T04:00,2.7,100,0.8,0.00,100,1.3,0.0,0
2024-03-14T05:00,2.5,99,0.5,0.00,100,2.3,0.0,0
2024-03-14T06:00,2.4,99,0.2,0.00,100,3.5,0.0,0
2024-03-14T07:00,2.9,98,0.7,0.00,100,3.6,0.0,0
2024-03-14T08:00,3.5,96,1.4,0.00,100,2.9,2.0,1
2024-03-14T09:00,3.7,97,2.0,0.00,100,0.8,56.0,1
2024-03-14T10:00,4.6,95,2.8,0.00,100,2.6,168.0,1
2024-03-14T11:00,6.7,90,5.4,0.00,64,0.8,320.0,1
2024-03-14T12:00,9.2,85,8.2,0.00,38,1.1,512.0,1
2024-03-14T13:00,11.6,74,11.0,0.00,26,1.5,611.0,1
2024-03-14T14:00,13.6,65,13.3,0.00,32,1.1,642.0,1
2024-03-14T15:00,14.5,64,14.4,0.00,62,0.4,612.0,1
2024-03-14T16:00,15.4,62,14.8,0.00,75,1.1,528.0,1
2024-03-14T17:00,15.6,62,14.8,0.00,71,2.3,369.0,1
2024-03-14T18:00,15.0,69,14.3,0.00,43,3.6,227.0,1
2024-03-14T19:00,11.6,83,10.4,0.00,14,6.1,97.0,1
2024-03-14T20:00,8.8,85,6.9,0.00,30,7.1,8.0,0
2024-03-14T21:00,7.8,89,5.8,0.00,30,6.9,0.0,0
2024-03-14T22:00,7.1,92,5.3,0.00,30,5.1,0.0,0
2024-03-14T23:00,5.9,95,3.9,0.00,28,5.4,0.0,0
2024-03-15T00:00,5.8,92,3.7,0.00,30,5.4,0.0,0
2024-03-15T01:00,6.3,88,4.2,0.00,30,5.4,0.0,0
2024-03-15T02:00,6.0,88,3.8,0.00,39,5.1,0.0,0
2024-03-15T03:00,5.8,92,3.9,0.00,55,4.0,0.0,0
2024-03-15T04:00,5.4,94,3.5,0.00,62,4.4,0.0,0
2024-03-15T05:00,5.4,92,3.2,0.00,77,5.9,0.0,0
2024-03-15T06:00,7.1,87,4.9,1.10,100,7.2,0.0,0
2024-03-15T07:00,7.2,87,5.4,0.40,100,4.7,0.0,0
2024-03-15T08:00,6.7,93,5.1,1.80,93,3.9,2.0,1
2024-03-15T09:00,8.1,89,6.0,0.00,80,8.1,64.0,1
2024-03-15T10:00,9.8,85,8.2,0.00,42,6.2,97.0,1
2024-03-15T11:00,12.2,79,11.0,0.00,34,5.8,278.0,1
2024-03-15T12:00,14.2,69,12.3,0.00,15,10.5,503.0,1
2024-03-15T13:00,15.6,61,13.4,0.20,38,13.5,598.0,1
2024-03-15T14:00,16.4,54,13.3,0.00,22,16.7,569.0,1
2024-03-15T15:00,15.4,56,12.2,0.10,62,16.0,499.0,1
2024-03-15T16:00,14.5,64,12.1,0.00,70,13.0,346.0,1
2024-03-15T17:00,15.2,61,12.7,0.00,100,13.2,348.0,1
2024-03-15T18:00,13.1,75,11.1,1.10,56,11.7,179.0,1
2024-03-15T19:00,11.9,79,10.4,0.00,33,8.0,75.0,1
2024-03-15T20:00,9.1,87,7.6,0.00,57,5.5,8.0,0
2024-03-15T21:00,7.4,91,5.4,0.00,64,7.1,0.0,0
2024-03-15T22:00,9.3,83,7.7,0.50,89,5.4,0.0,0
2024-03-15T23:00,8.4,88,6.4,0.00,81,7.3,0.0,0
2024-03-16T00:00,9.3,84,6.6,0.00,90,12.6,0.0,0
2024-03-16T01:00,8.8,86,6.6,0.60,100,9.7,0.0,0
2024-03-16T02:00,8.8,85,6.6,2.10,100,9.3,0.0,0
2024-03-16T03:00,7.8,91,5.8,0.00,61,7.7,0.0,0
2024-03-16T04:00,6.9,93,4.9,1.50,100,6.1,0.0,0
2024-03-16T05:00,7.6,91,5.5,0.30,88,8.0,0.0,0
2024-03-16T06:00,7.9,84,5.4,0.40,100,9.6,0.0,0
2024-03-16T07:00,8.1,85,5.5,0.60,50,10.2,0.0,0
2024-03-16T08:00,7.6,86,4.8,0.00,78,11.2,3.0,1
2024-03-16T09:00,8.4,82,5.1,0.20,100,14.8,68.0,1
2024-03-16T10:00,9.3,79,6.3,1.80,93,13.3,128.0,1
2024-03-16T11:00,10.2,81,7.6,2.10,77,12.7,181.0,1
2024-03-16T12:00,11.7,75,8.4,0.10,53,18.3,365.0,1
2024-03-16T13:00,12.8,67,9.1,0.00,48,19.9,471.0,1
2024-03-16T14:00,12.8,66,9.1,0.10,100,20.2,484.0,1
2024-03-16T15:00,12.9,65,9.3,0.10,39,19.1,390.0,1
2024-03-16T16:00,12.9,68,10.2,0.10,29,13.5,408.0,1
2024-03-16T17:00,12.6,66,9.6,0.00,100,13.9,316.0,1
2024-03-16T18:00,11.8,69,9.3,0.00,73,10.9,148.0,1
2024-03-16T19:00,11.0,75,9.3,0.00,34,6.4,68.0,1
2024-03-16T20:00,8.1,88,6.0,0.00,32,7.6,7.0,0
2024-03-16T21:00,10.0,79,8.5,0.00,34,4.1,0.0,0
2024-03-16T22:00,8.8,83,7.4,0.00,100,2.6,0.0,0
2024-03-16T23:00,7.4,90,6.1,0.00,89,1.6,0.0,0
2024-03-17T00:00,6.0,93,4.3,0.00,74,3.2,0.0,0
2024-03-17T01:00,5.4,94,3.7,0.00,66,2.9,0.0,0
2024-03-17T02:00,5.0,95,3.1,0.00,70,3.3,0.0,0
2024-03-17T03:00,5.7,95,3.5,0.00,60,7.0,0.0,0
2024-03-17T04:00,5.2,95,2.9,0.00,56,6.6,0.0,0
2024-03-17T05:00,4.6,96,2.4,0.00,38,5.7,0.0,0
2024-03-17T06:00,4.8,96,2.6,0.00,66,5.2,0.0,0
2024-03-17T07:00,5.4,94,3.4,0.00,30,4.7,0.0,0
2024-03-17T08:00,5.2,94,3.5,0.00,34,2.5,5.0,1
2024-03-17T09:00,6.3,91,4.8,0.00,31,1.8,81.0,1
2024-03-17T10:00,8.3,86,7.3,0.00,31,0.7,176.0,1
2024-03-17T11:00,9.9,84,9.0,0.00,31,1.5,274.0,1
2024-03-17T12:00,11.0,81,10.4,0.00,82,0.0,307.0,1
2024-03-17T13:00,12.3,75,11.6,0.00,90,1.4,376.0,1
2024-03-17T14:00,13.7,68,12.7,0.00,90,3.3,471.0,1
2024-03-17T15:00,11.8,75,10.6,0.20,90,4.4,172.0,1
2024-03-17T16:00,11.5,76,9.9,0.00,90,6.4,98.0,1
2024-03-17T17:00,11.0,83,10.0,0.00,91,3.8,62.0,1
2024-03-17T18:00,10.8,86,10.1,0.00,90,1.8,52.0,1
2024-03-17T19:00,10.3,90,9.7,0.00,90,2.1,36.0,1
2024-03-17T20:00,10.1,87,9.0,0.00,90,3.4,2.0,0
2024-03-17T21:00,9.7,89,8.7,0.00,91,3.2,0.0,0
2024-03-17T22:00,8.6,95,7.6,0.00,90,3.2,0.0,0
2024-03-17T23:00,8.2,97,7.3,0.00,97,2.3,0.0,0
2024-03-18T00:00,8.3,95,7.5,0.00,68,1.1,0.0,0
2024-03-18T01:00,7.9,96,6.9,0.00,100,2.4,0.0,0
2024-03-18T02:00,8.1,94,7.0,0.00,100,2.9,0.0,0
2024-03-18T03:00,7.6,93,6.3,0.00,100,3.2,0.0,0
2024-03-18T04:00,8.4,88,7.0,0.00,100,3.4,0.0,0
2024-03-18T05:00,8.6,87,7.2,0.20,100,3.7,0.0,0
2024-03-18T06:00,8.2,92,6.9,1.10,100,4.0,0.0,0
2024-03-18T07:00,8.0,92,6.5,1.50,100,5.1,0.0,0
2024-03-18T08:00,7.9,92,6.5,1.30,100,4.3,1.0,1
2024-03-18T09:00,8.1,93,6.8,1.50,100,3.7,9.0,1
2024-03-18T10:00,8.5,93,7.6,1.80,100,1.8,25.0,1
2024-03-18T11:00,8.8,91,7.9,2.40,100,1.8,29.0,1
2024-03-18T12:00,9.1,92,8.2,2.20,100,2.3,47.0,1
2024-03-18T13:00,9.2,93,8.2,1.80,100,3.9,56.0,1
2024-03-18T14:00,9.4,89,7.0,0.80,100,12.6,118.0,1
2024-03-18T15:00,10.5,82,8.3,1.50,100,11.0,204.0,1
2024-03-18T16:00,10.9,80,9.3,0.10,100,7.2,159.0,1
2024-03-18T17:00,11.6,75,10.2,0.00,100,4.9,191.0,1
2024-03-18T18:00,11.2,80,9.8,0.00,42,5.8,116.0,1
2024-03-18T19:00,10.2,87,9.1,0.00,36,4.1,89.0,1
2024-03-18T20:00,7.9,92,6.3,0.00,26,5.4,9.0,0
2024-03-18T21:00,6.6,94,4.8,0.10,18,5.1,0.0,0
2024-03-18T22:00,5.7,95,3.7,0.00,30,5.4,0.0,0
2024-03-18T23:00,6.3,92,4.4,0.40,62,4.7,0.0,0
2024-03-19T00:00,5.5,94,3.6,0.10,30,4.6,0.0,0
2024-03-19T01:00,4.4,95,2.0,0.00,32,6.3,0.0,0
2024-03-19T02:00,6.1,90,4.1,0.00,28,4.6,0.0,0
2024-03-19T03:00,4.1,97,1.7,0.00,14,5.8,0.0,0
2024-03-19T04:00,4.0,97,1.8,0.00,22,4.9,0.0,0
2024-03-19T05:00,5.0,95,3.0,0.00,1,4.1,0.0,0
2024-03-19T06:00,4.1,100,2.2,0.00,2,3.6,0.0,0
2024-03-19T07:00,3.1,100,1.2,0.00,100,2.5,0.0,0
2024-03-19T08:00,3.0,99,1.0,0.00,99,2.2,6.0,1
2024-03-19T09:00,4.1,98,2.3,0.00,92,2.3,83.0,1
2024-03-19T10:00,6.2,97,4.7,0.00,94,2.8,210.0,1
2024-03-19T11:00,9.3,87,8.1,0.00,38,3.3,396.0,1
2024-03-19T12:00,11.7,80,10.3,0.00,37,6.6,540.0,1
2024-03-19T13:00,13.3,73,12.2,0.00,30,8.3,630.0,1
2024-03-19T14:00,14.6,63,13.3,0.00,24,9.4,666.0,1
2024-03-19T15:00,13.8,68,12.6,0.00,24,5.0,445.0,1
2024-03-19T16:00,14.5,64,13.3,0.00,12,3.9,519.0,1
2024-03-19T17:00,14.7,62,13.6,0.00,30,3.4,446.0,1
2024-03-19T18:00,14.5,62,13.5,0.00,26,2.4,288.0,1
2024-03-19T19:00,12.5,76,11.4,0.00,6,5.0,117.0,1
2024-03-19T20:00,12.6,68,11.2,0.00,4,4.6,12.0,0
2024-03-19T21:00,11.4,73,10.1,0.00,3,3.0,0.0,0
2024-03-19T22:00,10.3,78,9.1,0.00,0,2.3,0.0,0
2024-03-19T23:00,8.7,84,7.3,0.00,0,3.0,0.0,0
2024-03-20T00:00,7.0,91,5.5,0.00,0,2.9,0.0,0
2024-03-20T01:00,5.6,96,3.9,0.00,0,2.9,0.0,0
2024-03-20T02:00,4.7,99,3.0,0.00,0,2.3,0.0,0
2024-03-20T03:00,4.4,100,2.8,0.00,0,1.6,0.0,0
2024-03-20T04:00,3.2,100,1.0,0.00,87,4.4,0.0,0
2024-03-20T05:00,3.7,100,1.7,0.00,91,4.1,0.0,0
2024-03-20T06:00,3.0,100,0.8,0.00,87,4.3,0.0,0
2024-03-20T07:00,1.0,100,-1.9,0.00,86,6.8,0.0,0
2024-03-20T08:00,1.8,100,-0.7,0.00,89,4.6,7.0,1
2024-03-20T09:00,4.2,97,2.5,0.00,86,2.0,98.0,1
2024-03-20T10:00,7.2,90,5.8,0.00,30,2.2,238.0,1
2024-03-20T11:00,10.4,76,9.2,0.00,48,1.8,439.0,1
2024-03-20T12:00,12.9,69,12.1,0.00,37,1.3,564.0,1
2024-03-20T13:00,14.7,62,14.4,0.00,31,2.3,639.0,1
2024-03-20T14:00,16.1,57,15.8,0.00,30,3.2,668.0,1
2024-03-20T15:00,16.4,55,15.9,0.00,30,1.8,618.0,1
2024-03-20T16:00,16.9,55,15.8,0.00,30,3.3,515.0,1
2024-03-20T17:00,17.1,54,16.1,0.00,30,2.7,411.0,1
2024-03-20T18:00,16.9,59,16.2,0.00,30,2.5,277.0,1
2024-03-20T19:00,14.1,73,13.1,0.00,28,5.9,115.0,1
2024-03-20T20:00,10.9,79,9.2,0.00,30,7.4,14.0,0
2024-03-20T21:00,12.2,73,10.9,0.00,30,4.5,0.0,0
2024-03-20T22:00,7.8,89,6.1,0.00,30,4.7,0.0,0
2024-03-20T23:00,6.5,93,4.8,0.00,31,4.1,0.0,0
2024-03-21T00:00,5.4,95,3.5,0.00,30,4.4,0.0,0
2024-03-21T01:00,5.0,95,3.0,0.00,34,4.4,0.0,0
2024-03-21T02:00,4.9,93,2.8,0.00,42,4.3,0.0,0
2024-03-21T03:00,5.0,93,3.1,0.00,100,3.7,0.0,0
2024-03-21T04:00,6.2,88,4.0,0.00,93,5.4,0.0,0
2024-03-21T05:00,6.9,84,4.8,0.00,77,5.8,0.0,0
2024-03-21T06:00,7.5,84,5.6,0.50,90,5.1,0.0,0
2024-03-21T07:00,8.1,87,6.4,2.50,100,5.0,0.0,0
2024-03-21T08:00,8.6,90,7.0,0.70,100,5.8,3.0,1
2024-03-21T09:00,9.5,89,8.0,1.50,100,6.1,19.0,1
2024-03-21T10:00,10.5,86,8.6,0.30,100,10.2,39.0,1
2024-03-21T11:00,11.5,83,9.5,0.00,86,11.5,104.0,1
2024-03-21T12:00,12.8,81,11.4,0.10,100,9.2,215.0,1
2024-03-21T13:00,14.7,73,13.1,0.40,37,11.2,456.0,1
2024-03-21T14:00,16.1,67,14.2,0.20,100,13.3,555.0,1
2024-03-21T15:00,15.8,59,13.5,0.10,13,13.3,582.0,1
2024-03-21T16:00,16.4,51,13.6,0.00,24,12.3,528.0,1
2024-03-21T17:00,16.0,55,13.0,0.00,58,15.4,411.0,1
2024-03-21T18:00,15.3,59,13.2,0.00,48,9.6,222.0,1
2024-03-21T19:00,14.0,60,11.7,0.00,58,9.4,120.0,1
2024-03-21T20:00,12.8,62,10.5,0.00,68,8.4,12.0,0
2024-03-21T21:00,10.8,73,8.8,0.00,59,6.9,0.0,0
2024-03-21T22:00,11.6,67,9.9,0.00,50,4.5,0.0,0
2024-03-21T23:00,8.3,85,6.5,0.00,65,4.9,0.0,0
2024-03-22T00:00,7.7,87,6.1,0.00,84,3.8,0.0,0
2024-03-22T01:00,5.4,95,3.2,0.00,40,6.3,0.0,0
2024-03-22T02:00,6.5,93,4.7,0.00,13,5.0,0.0,0
2024-03-22T03:00,7.4,91,5.8,0.00,15,4.2,0.0,0
2024-03-22T04:00,7.7,89,5.9,0.00,93,5.2,0.0,0
2024-03-22T05:00,6.5,92,4.6,0.00,81,5.1,0.0,0
2024-03-22T06:00,4.6,96,2.2,0.00,80,6.5,0.0,0
2024-03-22T07:00,4.9,95,2.8,0.00,84,4.9,0.0,0
2024-03-22T08:00,5.5,94,3.7,0.00,86,3.3,8.0,1
2024-03-22T09:00,7.5,87,6.0,0.00,34,2.9,108.0,1
2024-03-22T10:00,10.7,79,9.8,0.00,27,1.1,289.0,1
2024-03-22T11:00,13.1,72,12.5,0.00,30,1.1,451.0,1
2024-03-22T12:00,15.1,64,14.0,0.00,29,4.1,528.0,1
2024-03-22T13:00,16.3,54,14.6,0.00,29,7.6,581.0,1
2024-03-22T14:00,17.1,45,15.2,0.00,33,8.2,631.0,1
2024-03-22T15:00,17.6,40,15.0,0.00,36,8.0,571.0,1
2024-03-22T16:00,18.0,36,15.3,0.00,23,8.9,583.0,1
2024-03-22T17:00,17.9,38,15.0,0.00,14,9.0,470.0,1
2024-03-22T18:00,17.2,47,15.3,0.00,22,5.4,310.0,1
2024-03-22T19:00,14.0,66,12.6,0.00,2,6.3,140.0,1
2024-03-22T20:00,10.4,69,8.2,0.00,16,7.2,17.0,0
2024-03-22T21:00,8.7,77,6.4,0.00,26,6.9,0.0,0
2024-03-22T22:00,8.0,79,6.1,0.00,2,4.4,0.0,0
2024-03-22T23:00,7.2,85,5.1,0.00,3,5.4,0.0,0
2024-03-23T00:00,6.4,88,4.2,0.00,0,5.8,0.0,0
2024-03-23T01:00,5.9,88,3.7,0.00,0,5.4,0.0,0
2024-03-23T02:00,5.9,88,3.5,0.00,0,6.5,0.0,0
2024-03-23T03:00,7.4,80,4.7,0.00,0,8.7,0.0,0
2024-03-23T04:00,7.6,76,4.9,0.00,6,8.2,0.0,0
2024-03-23T05:00,6.7,79,4.0,0.00,3,7.8,0.0,0
2024-03-23T06:00,6.9,76,3.9,0.00,7,9.2,0.0,0
2024-03-23T07:00,8.0,71,4.9,0.00,60,9.8,0.0,0
2024-03-23T08:00,10.1,69,6.6,0.10,100,15.5,5.0,1
2024-03-23T09:00,9.1,88,6.5,1.90,100,13.0,8.0,1
2024-03-23T10:00,8.1,88,3.8,1.60,100,23.3,24.0,1
2024-03-23T11:00,7.4,83,3.2,0.40,88,19.5,52.0,1
2024-03-23T12:00,7.4,82,3.4,0.00,56,18.1,141.0,1
2024-03-23T13:00,8.9,66,4.1,0.10,22,22.0,379.0,1
2024-03-23T14:00,9.5,55,4.2,0.20,14,23.8,581.0,1
2024-03-23T15:00,9.3,50,3.8,0.10,28,22.8,546.0,1
2024-03-23T16:00,9.4,45,3.8,0.00,27,21.6,507.0,1
2024-03-23T17:00,9.0,51,3.8,0.10,32,20.0,454.0,1
2024-03-23T18:00,8.1,53,2.9,0.00,59,20.0,267.0,1
2024-03-23T19:00,6.0,70,2.0,0.20,96,14.0,100.0,1
2024-03-23T20:00,4.2,83,0.7,3.00,88,10.8,9.0,0
2024-03-23T21:00,4.2,85,0.8,0.10,61,11.2,0.0,0
2024-03-23T22:00,4.0,86,0.9,0.30,83,8.7,0.0,0
2024-03-23T23:00,3.5,82,-0.3,0.90,73,12.2,0.0,0
2024-03-24T00:00,3.8,81,-0.5,0.20,75,15.6,0.0,0
2024-03-24T01:00,3.6,80,-0.5,0.20,75,14.0,0.0,0
2024-03-24T02:00,3.6,79,-0.7,0.30,88,15.1,0.0,0
2024-03-24T03:00,4.0,79,0.3,0.10,100,12.0,0.0,0
2024-03-24T04:00,3.8,82,-0.0,0.30,100,12.8,0.0,0
2024-03-24T05:00,3.2,87,-0.8,0.50,100,14.8,0.0,0
2024-03-24T06:00,3.1,90,-0.8,0.30,100,14.5,0.0,0
