latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),is_day ()
2024-01-16T02:00,-4.2,86,-7.8,0.00,21,5.0,0.0,0
2024-01-16T03:00,-2.9,91,-6.1,0.00,100,3.7,0.0,0
2024-01-16T04:00,-2.5,90,-5.6,0.00,100,2.9,0.0,0
2024-01-16T05:00,-2.2,95,-5.1,0.00,76,2.5,0.0,0
2024-01-16T06:00,-2.1,100,-4.6,0.00,100,0.5,0.0,0
2024-01-16T07:00,-2.4,100,-5.4,0.00,100,3.7,0.0,0
2024-01-16T08:00,-4.4,100,-7.9,0.00,99,5.5,0.0,0
2024-01-16T09:00,-5.2,98,-9.0,0.00,83,6.2,0.0,0
2024-01-16T10:00,-3.6,97,-7.4,0.00,28,7.3,26.0,1
2024-01-16T11:00,-2.3,84,-5.7,0.00,42,4.7,131.0,1
2024-01-16T12:00,-0.4,70,-3.7,0.00,38,3.0,239.0,1
2024-01-16T13:00,1.0,60,-2.2,0.00,40,2.4,299.0,1
2024-01-16T14:00,2.2,55,-1.0,0.00,67,2.0,328.0,1
2024-01-16T15:00,1.5,67,-1.5,0.00,34,2.2,264.0,1
2024-01-16T16:00,1.8,66,-1.2,0.00,15,2.1,248.0,1
2024-01-16T17:00,1.1,70,-1.8,0.00,20,1.9,155.0,1
2024-01-16T18:00,0.2,74,-3.2,0.00,11,4.7,39.0,1
2024-01-16T19:00,0.8,80,-2.1,0.00,100,3.0,0.0,0
2024-01-16T20:00,0.9,85,-1.8,0.00,80,2.5,0.0,0
2024-01-16T21:00,-0.2,93,-3.2,0.00,97,4.7,0.0,0
2024-01-16T22:00,-1.3,92,-4.6,0.00,100,5.7,0.0,0
2024-01-16T23:00,-0.5,90,-3.6,0.00,100,4.4,0.0,0
2024-01-17T00:00,0.1,84,-2.8,0.10,100,3.0,0.0,0
2024-01-17T01:00,0.1,81,-2.6,0.10,100,1.8,0.0,0
2024-01-17T02:00,-0.1,77,-3.1,0.00,93,2.9,0.0,0
2024-01-17T03:00,0.4,95,-2.0,0.00,100,1.9,0.0,0
2024-01-17T04:00,0.8,92,-1.8,0.30,100,3.1,0.0,0
2024-01-17T05:00,1.0,93,-1.6,1.20,100,2.9,0.0,0
2024-01-17T06:00,1.4,95,-1.4,1.20,100,5.7,0.0,0
2024-01-17T07:00,1.8,92,-1.4,1.50,100,8.0,0.0,0
2024-01-17T08:00,2.0,91,-1.2,2.00,100,7.7,0.0,0
2024-01-17T09:00,1.8,92,-1.2,1.30,100,6.7,0.0,0
2024-01-17T10:00,1.8,93,-0.8,0.60,100,4.2,3.0,1
2024-01-17T11:00,2.0,93,-0.6,0.70,100,4.3,9.0,1
2024-01-17T12:00,2.6,92,-0.1,0.20,100,5.6,25.0,1
2024-01-17T13:00,2.4,94,0.1,0.00,100,2.6,25.0,1
2024-01-17T14:00,5.2,90,3.1,0.00,64,4.0,231.0,1
2024-01-17T15:00,4.1,89,1.5,0.00,100,6.0,51.0,1
2024-01-17T16:00,4.8,86,2.2,0.00,95,6.1,108.0,1
2024-01-17T17:00,3.4,93,0.8,0.00,100,5.6,46.0,1
2024-01-17T18:00,2.9,92,0.2,0.10,91,5.4,9.0,1
2024-01-17T19:00,2.6,90,-0.2,0.60,100,6.3,0.0,0
2024-01-17T20:00,3.4,86,0.4,2.40,93,7.9,0.0,0
2024-01-17T21:00,3.9,84,0.8,2.40,100,8.5,0.0,0
2024-01-17T22:00,4.3,83,1.0,1.20,100,9.8,0.0,0
2024-01-17T23:00,4.0,86,0.9,1.50,100,8.8,0.0,0
2024-01-18T00:00,4.1,86,0.8,2.10,100,10.2,0.0,0
2024-01-18T01:00,4.7,84,1.0,1.50,96,13.1,0.0,0
2024-01-18T02:00,4.4,84,1.0,0.70,91,11.2,0.0,0
2024-01-18T03:00,5.6,85,2.7,0.30,100,9.8,0.0,0
2024-01-18T04:00,5.1,84,2.3,0.00,76,8.0,0.0,0
2024-01-18T05:00,3.6,88,0.8,0.00,87,6.7,0.0,0
2024-01-18T06:00,3.8,90,1.6,0.00,90,3.8,0.0,0
2024-01-18T07:00,2.9,95,0.4,0.10,87,5.0,0.0,0
2024-01-18T08:00,2.0,96,-0.1,3.00,98,1.5,0.0,0
2024-01-18T09:00,3.0,94,0.6,1.70,100,4.5,0.0,0
2024-01-18T10:00,3.0,94,0.3,1.60,100,6.4,6.0,1
2024-01-18T11:00,4.4,90,1.5,0.00,97,8.5,31.0,1
2024-01-18T12:00,5.7,87,2.9,1.00,100,9.1,50.0,1
2024-01-18T13:00,8.0,81,4.6,0.70,100,15.3,85.0,1
2024-01-18T14:00,8.2,83,4.6,0.60,100,16.9,40.0,1
2024-01-18T15:00,10.7,78,6.8,0.10,96,21.3,179.0,1
2024-01-18T16:00,10.0,80,5.4,0.40,100,25.7,31.0,1
2024-01-18T17:00,6.1,90,1.6,1.20,100,21.7,34.0,1
2024-01-18T18:00,3.0,91,-1.0,0.10,100,14.4,7.0,1
2024-01-18T19:00,1.2,93,-2.7,0.30,100,11.9,0.0,0
2024-01-18T20:00,0.7,93,-2.5,1.50,100,7.2,0.0,0
2024-01-18T21:00,0.5,95,-2.3,2.00,100,4.3,0.0,0
2024-01-18T22:00,0.2,95,-3.2,1.70,100,8.7,0.0,0
2024-01-18T23:00,-0.0,91,-3.8,1.20,100,10.1,0.0,0
2024-01-19T00:00,-0.3,90,-3.9,1.00,100,8.6,0.0,0
2024-01-19T01:00,-0.4,91,-3.9,0.80,100,7.6,0.0,0
2024-01-19T02:00,-0.5,88,-3.9,0.70,100,6.5,0.0,0
2024-01-19T03:00,-1.2,86,-5.0,0.50,100,8.8,0.0,0
2024-01-19T04:00,-1.2,84,-4.8,0.30,100,6.4,0.0,0
2024-01-19T05:00,-1.2,83,-4.7,0.20,100,5.8,0.0,0
2024-01-19T06:00,-1.3,80,-4.9,0.10,71,6.2,0.0,0
2024-01-19T07:00,-1.7,81,-5.5,0.00,76,7.6,0.0,0
2024-01-19T08:00,-2.2,86,-6.2,0.00,64,9.4,0.0,0
2024-01-19T09:00,-3.2,90,-7.1,0.00,32,7.9,0.0,0
2024-01-19T10:00,-2.8,90,-6.7,0.00,33,8.3,27.0,1
2024-01-19T11:00,-1.6,78,-5.3,0.00,26,5.9,135.0,1
2024-01-19T12:00,-0.7,72,-4.6,0.00,50,7.9,237.0,1
2024-01-19T13:00,-0.1,68,-3.9,0.00,59,6.9,297.0,1
2024-01-19T14:00,-1.1,73,-4.4,0.00,71,3.7,338.0,1
2024-01-19T15:00,-1.1,69,-4.6,0.00,87,4.2,319.0,1
2024-01-19T16:00,-1.9,71,-5.5,0.00,77,4.6,265.0,1
2024-01-19T17:00,-3.0,74,-6.8,0.00,37,6.1,152.0,1
2024-01-19T18:00,-4.3,77,-8.6,0.00,56,8.2,43.0,1
2024-01-19T19:00,-5.7,83,-10.2,0.00,11,9.2,0.0,0
2024-01-19T20:00,-7.4,85,-12.2,0.00,0,10.7,0.0,0
2024-01-19T21:00,-8.3,84,-13.3,0.00,0,11.5,0.0,0
2024-01-19T22:00,-7.4,83,-12.1,0.00,0,10.0,0.0,0
2024-01-19T23:00,-6.6,81,-11.1,0.00,0,9.0,0.0,0
2024-01-20T00:00,-8.3,84,-13.2,0.00,0,11.0,0.0,0
2024-01-20T01:00,-8.1,87,-12.6,0.00,0,8.9,0.0,0
2024-01-20T02:00,-7.6,89,-12.0,0.00,0,7.9,0.0,0
2024-01-20T03:00,-7.8,92,-12.1,0.00,0,7.5,0.0,0
2024-01-20T04:00,-8.2,95,-12.3,0.00,0,7.0,0.0,0
2024-01-20T05:00,-9.7,98,-14.1,0.00,0,8.0,0.0,0
2024-01-20T06:00,-8.4,100,-12.4,0.00,0,6.5,0.0,0
2024-01-20T07:00,-8.3,100,-12.4,0.00,11,6.4,0.0,0
2024-01-20T08:00,-9.0,98,-13.2,0.00,85,7.4,0.0,0
2024-01-20T09:00,-9.3,97,-13.5,0.00,84,7.1,0.0,0
2024-01-20T10:00,-8.4,95,-12.7,0.00,24,7.2,29.0,1
2024-01-20T11:00,-6.1,82,-9.8,0.00,13,3.7,143.0,1
2024-01-20T12:00,-4.5,74,-8.1,0.00,1,3.6,267.0,1
2024-01-20T13:00,-3.3,69,-7.0,0.00,0,4.6,356.0,1
2024-01-20T14:00,-2.2,63,-6.0,0.00,0,5.1,392.0,1
2024-01-20T15:00,-3.0,76,-6.5,0.00,11,4.1,347.0,1
2024-01-20T16:00,-3.0,68,-6.8,0.00,7,5.1,283.0,1
2024-01-20T17:00,-2.1,55,-6.3,0.00,1,6.2,181.0,1
2024-01-20T18:00,-0.7,47,-4.5,0.00,2,3.2,57.0,1
2024-01-20T19:00,-1.6,56,-5.4,0.00,24,4.0,0.0,0
2024-01-20T20:00,-2.9,76,-6.4,0.00,30,3.7,0.0,0
2024-01-20T21:00,-4.0,92,-7.2,0.00,30,3.2,0.0,0
2024-01-20T22:00,-4.7,100,-7.8,0.00,98,2.8,0.0,0
2024-01-20T23:00,-5.1,100,-8.5,0.00,84,4.1,0.0,0
2024-01-21T00:00,-5.6,100,-9.0,0.00,86,4.1,0.0,0
2024-01-21T01:00,-5.7,100,-8.9,0.00,87,2.4,0.0,0
2024-01-21T02:00,-5.9,100,-9.2,0.00,88,2.5,0.0,0
2024-01-21T03:00,-5.7,100,-9.3,0.00,90,5.1,0.0,0
2024-01-21T04:00,-5.9,100,-9.4,0.00,91,4.0,0.0,0
2024-01-21T05:00,-6.3,99,-9.8,0.00,100,3.8,0.0,0
2024-01-21T06:00,-6.7,99,-10.1,0.00,100,3.3,0.0,0
2024-01-21T07:00,-6.4,98,-9.6,0.00,100,1.8,0.0,0
2024-01-21T08:00,-8.5,97,-12.1,0.00,100,2.6,0.0,0
2024-01-21T09:00,-7.8,97,-11.4,0.00,100,3.6,0.0,0
2024-01-21T10:00,-7.0,98,-10.3,0.00,100,1.8,25.0,1
2024-01-21T11:00,-5.3,97,-8.9,0.00,100,5.0,114.0,1
2024-01-21T12:00,-2.1,93,-5.1,0.00,97,3.1,216.0,1
2024-01-21T13:00,-0.1,87,-3.0,0.00,100,3.7,260.0,1
2024-01-21T14:00,2.6,66,-0.4,0.00,64,2.5,281.0,1
2024-01-21T15:00,1.1,76,-2.0,0.00,30,4.1,311.0,1
2024-01-21T16:00,1.9,72,-1.5,0.00,7,5.8,287.0,1
2024-01-21T17:00,0.6,70,-3.1,0.00,1,7.0,184.0,1
2024-01-21T18:00,1.8,71,-1.6,0.00,6,6.0,57.0,1
2024-01-21T19:00,-2.7,87,-6.6,0.00,14,7.8,0.0,0
2024-01-21T20:00,-2.7,87,-6.7,0.00,21,8.7,0.0,0
2024-01-21T21:00,0.4,85,-2.5,0.00,15,3.2,0.0,0
2024-01-21T22:00,-0.3,92,-3.3,0.00,13,4.7,0.0,0
2024-01-21T23:00,-0.3,93,-3.4,0.00,13,5.1,0.0,0
2024-01-22T00:00,-2.3,99,-5.5,0.00,10,5.4,0.0,0
2024-01-22T01:00,-4.7,100,-8.6,0.00,15,8.3,0.0,0
2024-01-22T02:00,-4.1,97,-8.0,0.00,15,7.9,0.0,0
2024-01-22T03:00,-4.1,99,-7.7,0.00,44,6.2,0.0,0
2024-01-22T04:00,-3.8,97,-7.4,0.00,20,5.9,0.0,0
2024-01-22T05:00,-4.5,98,-8.0,0.00,36,5.4,0.0,0
2024-01-22T06:00,-5.4,98,-9.0,0.00,100,5.7,0.0,0
2024-01-22T07:00,-4.3,99,-7.7,0.00,100,5.0,0.0,0
2024-01-22T08:00,-4.3,98,-7.9,0.00,100,5.5,0.0,0
2024-01-22T09:00,-2.1,93,-5.3,0.00,100,4.0,0.0,0
2024-01-22T10:00,-0.1,84,-3.9,0.00,82,9.2,23.0,1
2024-01-22T11:00,2.4,71,-1.3,0.00,89,8.5,85.0,1
2024-01-22T12:00,3.5,64,-0.4,0.00,87,9.1,91.0,1
2024-01-22T13:00,6.6,47,2.0,0.00,98,13.3,139.0,1
2024-01-22T14:00,6.7,45,2.8,0.00,100,8.0,63.0,1
2024-01-22T15:00,7.3,51,2.6,0.00,89,15.3,59.0,1
2024-01-22T16:00,5.1,71,1.3,1.30,100,11.6,22.0,1
2024-01-22T17:00,4.5,73,0.9,0.70,100,10.3,14.0,1
2024-01-22T18:00,3.5,80,0.4,2.00,100,6.6,3.0,1
2024-01-22T19:00,1.9,88,-1.2,1.60,100,6.9,0.0,0
2024-01-22T20:00,4.1,83,0.3,1.10,100,12.8,0.0,0
2024-01-22T21:00,7.3,79,2.2,0.20,71,24.8,0.0,0
2024-01-22T22:00,6.1,85,1.8,0.40,45,19.5,0.0,0
2024-01-22T23:00,5.1,86,0.8,0.10,100,18.3,0.0,0
2024-01-23T00:00,5.6,85,1.4,0.00,21,18.5,0.0,0
2024-01-23T01:00,4.7,87,0.7,0.00,14,16.1,0.0,0
2024-01-23T02:00,4.7,87,0.5,0.00,11,16.9,0.0,0
2024-01-23T03:00,4.4,87,0.6,0.00,95,14.1,0.0,0
2024-01-23T04:00,4.3,89,0.7,0.10,100,13.4,0.0,0
2024-01-23T05:00,4.4,89,1.0,0.50,91,11.8,0.0,0
2024-01-23T06:00,4.0,90,1.0,0.10,71,9.3,0.0,0
2024-01-23T07:00,3.6,90,0.4,0.00,45,10.2,0.0,0
2024-01-23T08:00,3.4,89,-0.3,0.00,24,12.8,0.0,0
2024-01-23T09:00,3.5,87,-0.5,0.20,52,14.3,0.0,0
2024-01-23T10:00,4.2,86,0.1,0.50,75,16.0,23.0,1
2024-01-23T11:00,5.1,85,0.6,0.00,100,19.1,92.0,1
2024-01-23T12:00,5.8,83,1.7,0.10,99,17.0,129.0,1
2024-01-23T13:00,6.8,79,3.1,0.00,34,14.5,182.0,1
2024-01-23T14:00,7.8,73,4.2,0.00,60,14.3,285.0,1
2024-01-23T15:00,8.4,71,4.8,0.00,75,14.1,265.0,1
2024-01-23T16:00,7.5,73,4.4,0.00,74,10.1,63.0,1
2024-01-23T17:00,6.8,74,4.0,0.00,89,7.0,43.0,1
2024-01-23T18:00,5.8,77,3.0,0.00,90,7.1,7.0,1
2024-01-23T19:00,5.7,75,2.8,0.00,87,7.5,0.0,0
2024-01-23T20:00,5.6,73,2.6,0.10,78,7.5,0.0,0
2024-01-23T21:00,5.1,78,2.2,0.30,100,6.6,0.0,0
2024-01-23T22:00,4.7,84,1.9,0.10,98,7.3,0.0,0
2024-01-23T23:00,3.1,91,0.4,0.00,100,5.8,0.0,0
2024-01-24T00:00,3.8,89,1.4,0.00,100,4.7,0.0,0
2024-01-24T01:00,4.7,84,1.9,0.00,100,7.2,0.0,0
2024-01-24T02:00,5.5,80,2.8,0.00,100,7.1,0.0,0
2024-01-24T03:00,5.6,83,2.7,0.00,100,9.2,0.0,0
2024-01-24T04:00,7.9,70,3.7,0.00,97,17.4,0.0,0
2024-01-24T05:00,8.6,70,4.5,0.00,100,17.4,0.0,0
2024-01-24T06:00,9.0,71,5.0,0.00,88,18.3,0.0,0
2024-01-24T07:00,9.1,74,5.4,0.20,85,16.6,0.0,0
2024-01-24T08:00,9.7,73,5.5,0.10,88,20.6,0.0,0
2024-01-24T09:00,10.5,73,5.8,0.00,100,25.0,0.0,0
2024-01-24T10:00,11.4,70,6.7,0.00,100,25.0,15.0,1
2024-01-24T11:00,11.8,68,7.3,0.00,100,24.2,47.0,1
2024-01-24T12:00,12.6,64,7.5,0.00,100,28.4,87.0,1
2024-01-24T13:00,12.3,65,7.2,0.00,100,27.7,46.0,1
2024-01-24T14:00,12.5,64,7.8,0.00,100,25.4,104.0,1
2024-01-24T15:00,12.9,67,8.3,0.00,100,26.3,112.0,1
2024-01-24T16:00,12.0,71,7.4,0.10,100,26.3,58.0,1
2024-01-24T17:00,11.3,76,7.0,0.30,100,24.5,46.0,1
2024-01-24T18:00,10.6,80,6.8,0.20,100,21.0,12.0,1
2024-01-24T19:00,10.3,81,6.8,0.00,100,19.3,0.0,0
2024-01-24T20:00,10.0,82,6.7,0.00,100,17.7,0.0,0
2024-01-24T21:00,9.4,85,6.7,0.10,100,13.7,0.0,0
2024-01-24T22:00,9.1,88,7.0,0.40,100,9.4,0.0,0
2024-01-24T23:00,8.2,92,6.5,0.90,100,6.6,0.0,0
2024-01-25T00:00,7.8,92,6.0,0.90,100,6.2,0.0,0
2024-01-25T01:00,8.8,89,5.9,0.30,94,14.5,0.0,0
2024-01-25T02:00,9.0,89,6.0,0.00,100,15.9,0.0,0
2024-01-25T03:00,9.1,92,7.3,0.70,100,8.4,0.0,0
2024-01-25T04:00,9.0,92,7.1,0.50,100,9.2,0.0,0
2024-01-25T05:00,8.9,92,7.0,0.90,100,8.6,0.0,0
2024-01-25T06:00,8.5,93,6.9,0.60,100,6.1,0.0,0
2024-01-25T07:00,8.7,92,6.9,0.20,100,7.6,0.0,0
2024-01-25T08:00,8.8,92,6.9,0.10,100,8.6,0.0,0
2024-01-25T09:00,9.0,91,6.9,0.00,100,10.2,0.0,0
2024-01-25T10:00,8.8,92,6.9,0.00,100,8.1,16.0,1
2024-01-25T11:00,8.7,93,7.3,0.00,100,4.9,23.0,1
2024-01-25T12:00,8.7,94,7.6,0.10,100,3.6,30.0,1
2024-01-25T13:00,9.0,93,7.8,0.20,100,4.5,37.0,1
2024-01-25T14:00,9.4,91,8.2,0.10,100,5.2,44.0,1
2024-01-25T15:00,10.2,89,9.4,0.20,100,2.3,98.0,1
2024-01-25T16:00,10.7,88,10.1,0.00,100,1.8,143.0,1
2024-01-25T17:00,10.5,89,9.8,0.00,100,2.2,65.0,1
2024-01-25T18:00,9.6,95,8.8,0.00,100,2.9,29.0,1
2024-01-25T19:00,9.6,93,8.9,0.10,100,2.0,1.0,0
2024-01-25T20:00,8.7,96,7.7,0.00,100,4.0,0.0,0
2024-01-25T21:00,9.1,95,8.2,0.00,100,3.6,0.0,0
2024-01-25T22:00,8.0,97,6.6,0.00,100,5.5,0.0,0
2024-01-25T23:00,7.7,97,6.1,0.00,100,6.3,0.0,0
2024-01-26T00:00,7.9,96,6.6,0.00,100,4.3,0.0,0
2024-01-26T01:00,8.1,93,6.4,0.00,100,6.3,0.0,0
2024-01-26T02:00,7.9,93,6.3,0.00,100,5.1,0.0,0
2024-01-26T03:00,7.1,94,5.4,0.00,43,5.4,0.0,0
2024-01-26T04:00,6.1,94,4.1,0.00,41,5.6,0.0,0
2024-01-26T05:00,5.8,93,3.8,0.00,76,5.2,0.0,0
2024-01-26T06:00,5.8,93,3.9,0.00,92,4.0,0.0,0
2024-01-26T07:00,5.7,94,3.7,0.00,100,5.1,0.0,0
2024-01-26T08:00,6.0,93,4.1,0.00,95,4.6,0.0,0
2024-01-26T09:00,5.7,94,3.9,0.00,93,3.9,0.0,1
2024-01-26T10:00,6.1,93,4.0,0.00,50,6.3,22.0,1
2024-01-26T11:00,7.6,90,5.5,0.00,83,7.3,106.0,1
2024-01-26T12:00,9.2,86,7.3,0.00,89,7.4,153.0,1
2024-01-26T13:00,9.7,75,6.7,0.00,90,12.7,97.0,1
2024-01-26T14:00,10.0,75,7.1,0.20,95,12.9,140.0,1
2024-01-26T15:00,9.4,84,6.9,0.50,100,11.6,58.0,1
2024-01-26T16:00,9.0,85,6.3,0.70,100,12.9,39.0,1
2024-01-26T17:00,8.7,87,6.1,0.80,100,12.0,14.0,1
2024-01-26T18:00,8.6,88,6.2,0.80,100,11.2,10.0,1
2024-01-26T19:00,8.6,89,6.3,0.80,100,10.0,0.0,0
2024-01-26T20:00,8.5,90,6.6,0.20,100,8.2,0.0,0
2024-01-26T21:00,8.5,90,6.5,0.10,100,8.4,0.0,0
2024-01-26T22:00,8.2,92,6.2,0.00,27,8.0,0.0,0
2024-01-26T23:00,6.6,95,4.7,0.00,30,6.2,0.0,0
2024-01-27T00:00,5.3,97,3.2,0.00,73,5.7,0.0,0
2024-01-27T01:00,4.7,99,2.6,0.00,90,5.9,0.0,0
2024-01-27T02:00,4.8,99,3.0,0.00,90,3.6,0.0,0
2024-01-27T03:00,4.2,99,2.1,0.00,86,5.0,0.0,0
2024-01-27T04:00,4.6,99,2.7,0.00,90,3.6,0.0,0
2024-01-27T05:00,4.8,98,2.9,0.00,90,4.5,0.0,0
2024-01-27T06:00,4.9,96,2.7,0.00,90,5.8,0.0,0
2024-01-27T07:00,4.6,93,2.3,0.00,87,5.6,0.0,0
2024-01-27T08:00,3.7,96,1.6,0.00,24,3.7,0.0,0
2024-01-27T09:00,1.0,99,-1.8,0.00,34,5.8,0.0,1
2024-01-27T10:00,2.2,99,-0.5,0.00,20,6.2,37.0,1
2024-01-27T11:00,3.5,94,1.0,0.00,13,5.8,147.0,1
2024-01-27T12:00,5.2,88,2.9,0.00,6,5.2,274.0,1
2024-01-27T13:00,6.9,84,4.8,0.00,4,4.8,362.0,1
2024-01-27T14:00,8.2,80,6.1,0.00,3,6.0,397.0,1
2024-01-27T15:00,9.0,72,6.5,0.00,14,7.7,286.0,1
2024-01-27T16:00,9.1,72,6.6,0.00,8,8.0,300.0,1
2024-01-27T17:00,8.5,75,6.1,0.00,5,7.0,198.0,1
2024-01-27T18:00,5.4,87,3.1,0.00,6,5.4,74.0,1
2024-01-27T19:00,2.9,92,0.0,0.00,36,6.8,2.0,0
2024-01-27T20:00,1.6,95,-1.4,0.00,40,7.1,0.0,0
2024-01-27T21:00,1.4,97,-1.4,0.00,73,5.6,0.0,0
2024-01-27T22:00,1.1,98,-1.7,0.00,83,5.5,0.0,0
2024-01-27T23:00,0.2,98,-2.8,0.00,79,5.9,0.0,0
2024-01-28T00:00,0.0,98,-3.0,0.00,22,5.9,0.0,0
2024-01-28T01:00,-0.9,97,-4.1,0.00,1,6.5,0.0,0
2024-01-28T02:00,-1.7,97,-5.1,0.00,0,6.7,0.0,0
2024-01-28T03:00,1.5,100,-0.8,0.00,94,2.7,0.0,0
2024-01-28T04:00,1.3,100,-0.9,0.00,100,1.8,0.0,0
2024-01-28T05:00,1.3,100,-0.8,0.00,100,1.1,0.0,0
2024-01-28T06:00,1.1,100,-1.1,0.00,100,2.2,0.0,0
2024-01-28T07:00,1.1,100,-1.1,0.00,90,1.8,0.0,0
2024-01-28T08:00,0.3,100,-2.2,0.00,90,3.0,0.0,0
2024-01-28T09:00,-0.2,100,-2.9,0.00,94,3.4,0.0,1
2024-01-28T10:00,1.1,99,-1.4,0.00,88,3.7,31.0,1
2024-01-28T11:00,2.0,95,-0.5,0.00,84,3.9,121.0,1
2024-01-28T12:00,3.4,88,1.1,0.00,59,3.3,213.0,1
2024-01-28T13:00,5.0,82,2.7,0.00,38,3.3,300.0,1
2024-01-28T14:00,6.3,77,4.3,0.00,23,2.2,371.0,1
2024-01-28T15:00,4.9,76,2.5,0.00,12,3.1,354.0,1
2024-01-28T16:00,5.7,73,3.4,0.00,22,2.7,298.0,1
2024-01-28T17:00,5.8,74,3.4,0.00,12,3.4,195.0,1
2024-01-28T18:00,3.7,83,1.0,0.00,4,5.1,74.0,1
2024-01-28T19:00,0.7,90,-2.6,0.00,2,7.5,2.0,0
2024-01-28T20:00,1.4,91,-1.6,0.00,2,5.7,0.0,0
2024-01-28T21:00,1.8,93,-0.7,0.00,1,3.2,0.0,0
2024-01-28T22:00,-0.8,98,-3.7,0.00,2,4.3,0.0,0
2024-01-28T23:00,-0.2,100,-2.8,0.00,18,3.4,0.0,0
2024-01-29T00:00,-0.0,100,-2.4,0.00,92,1.6,0.0,0
2024-01-29T01:00,-0.1,100,-2.5,0.00,99,1.3,0.0,0
2024-01-29T02:00,-0.1,100,-2.7,0.00,100,2.8,0.0,0
2024-01-29T03:00,-2.0,100,-4.6,0.00,100,1.5,0.0,0
2024-01-29T04:00,-2.1,100,-4.7,0.00,100,1.3,0.0,0
2024-01-29T05:00,-1.7,100,-4.4,0.00,100,2.2,0.0,0
2024-01-29T06:00,-1.7,99,-4.4,0.00,100,2.3,0.0,0
2024-01-29T07:00,-1.5,99,-3.9,0.00,100,0.5,0.0,0
2024-01-29T08:00,-1.8,99,-4.3,0.00,100,0.8,0.0,0
2024-01-29T09:00,-1.9,97,-4.8,0.00,100,3.4,0.0,1
2024-01-29T10:00,-1.8,98,-4.6,0.00,100,3.1,31.0,1
2024-01-29T11:00,-0.3,97,-2.9,0.00,100,2.3,115.0,1
2024-01-29T12:00,1.7,90,-1.0,0.00,92,3.9,233.0,1
2024-01-29T13:00,3.9,77,1.4,0.00,68,3.3,290.0,1
2024-01-29T14:00,5.7,74,3.5,0.00,62,1.8,360.0,1
2024-01-29T15:00,6.1,76,4.1,0.00,49,1.5,365.0,1
2024-01-29T16:00,6.7,69,4.6,0.00,59,1.6,298.0,1
2024-01-29T17:00,5.2,75,2.6,0.00,59,4.5,192.0,1
2024-01-29T18:00,5.3,71,2.7,0.00,50,4.3,63.0,1
2024-01-29T19:00,4.5,73,1.9,0.00,34,3.3,2.0,0
2024-01-29T20:00,3.7,76,1.0,0.00,31,4.2,0.0,0
2024-01-29T21:00,3.0,79,0.5,0.00,30,2.5,0.0,0
2024-01-29T22:00,2.4,84,-0.3,0.00,30,3.6,0.0,0
2024-01-29T23:00,2.2,85,-0.3,0.00,25,2.9,0.0,0
2024-01-30T00:00,2.3,87,0.1,0.00,13,1.1,0.0,0
2024-01-30T01:00,2.3,90,0.2,0.00,33,0.8,0.0,0
2024-01-30T02:00,2.1,94,0.1,0.00,48,1.0,0.0,0
2024-01-30T03:00,1.7,99,-0.1,0.00,100,0.0,0.0,0
2024-01-30T04:00,1.2,100,-1.2,0.00,100,3.1,0.0,0
2024-01-30T05:00,1.3,100,-1.1,0.00,100,3.2,0.0,0
2024-01-30T06:00,0.9,100,-1.2,0.00,100,0.8,0.0,0
2024-01-30T07:00,-1.5,100,-4.4,0.00,100,3.3,0.0,0
2024-01-30T08:00,-0.4,100,-2.9,0.00,100,2.5,0.0,0
2024-01-30T09:00,-0.5,100,-2.7,0.00,100,0.4,0.0,1
2024-01-30T10:00,-0.2,100,-2.7,0.00,100,1.8,37.0,1
2024-01-30T11:00,1.0,98,-1.2,0.00,100,1.3,130.0,1
2024-01-30T12:00,3.7,89,1.8,0.00,100,0.8,225.0,1
2024-01-30T13:00,6.5,74,4.6,0.00,78,0.8,328.0,1
2024-01-30T14:00,8.9,61,6.7,0.00,41,2.1,377.0,1
2024-01-30T15:00,7.8,67,5.6,0.00,86,2.4,314.0,1
2024-01-30T16:00,8.6,61,5.9,0.00,83,5.0,271.0,1
2024-01-30T17:00,6.2,68,3.5,0.00,78,4.7,148.0,1
2024-01-30T18:00,3.1,76,0.0,0.00,35,5.4,58.0,1
2024-01-30T19:00,3.8,71,0.9,0.00,89,4.3,3.0,0
2024-01-30T20:00,3.5,75,0.8,0.00,90,3.3,0.0,0
2024-01-30T21:00,1.1,86,-1.9,0.00,88,5.1,0.0,0
2024-01-30T22:00,1.3,88,-1.7,0.00,84,5.4,0.0,0
2024-01-30T23:00,1.4,88,-1.5,0.00,53,5.1,0.0,0
2024-01-31T00:00,1.1,88,-1.9,0.00,36,5.4,0.0,0
2024-01-31T01:00,3.0,82,0.4,0.00,4,3.6,0.0,0
2024-01-31T02:00,-0.1,90,-3.2,0.00,4,5.4,0.0,0
2024-01-31T03:00,-0.3,95,-3.6,0.00,62,7.0,0.0,0
2024-01-31T04:00,1.1,95,-1.7,0.00,40,4.6,0.0,0
2024-01-31T05:00,0.2,95,-2.8,0.00,64,5.1,0.0,0
2024-01-31T06:00,-0.4,96,-3.6,0.00,56,6.5,0.0,0
2024-01-31T07:00,-0.1,96,-3.2,0.00,58,6.5,0.0,0
